trade_date,tradebook,trade_id,currency,price,quantity,notional
2026-02-11,EQD,1047,USD,147.40,8,1179.20
2026-02-12,FICC,1048,EUR,148.50,9,1336.50
2026-02-13,FX,1049,USD,149.60,10,1496.00
2026-02-14,EQD,1050,USD,100.00,11,1100.00
2026-02-15,FICC,1051,EUR,101.10,12,1213.20
2026-02-16,FX,1052,USD,102.20,13,1328.60
2026-02-17,EQD,1053,USD,103.30,14,1446.20
2026-02-18,FICC,1054,EUR,104.40,15,1566.00
2026-02-19,FX,1055,USD,105.50,16,1688.00
2026-02-20,EQD,1056,USD,106.60,17,1812.20
2026-02-21,FICC,1057,EUR,107.00,18,1926.00
2026-02-22,FX,1058,USD,108.10,19,2053.90
2026-02-23,EQD,1059,USD,109.20,20,2184.00
2026-02-24,FICC,1060,EUR,110.30,1,110.30
2026-02-25,FX,1061,USD,111.40,2,222.80
2026-02-26,EQD,1062,USD,112.50,3,337.50
2026-02-27,FICC,1063,EUR,113.60,4,454.40
2026-02-28,FX,1064,USD,114.00,5,570.00
2026-02-01,EQD,1065,USD,115.10,6,690.60
2026-02-02,FICC,1066,EUR,116.20,7,813.40
2026-02-03,FX,1067,USD,117.30,8,938.40
2026-02-04,EQD,1068,USD,118.40,9,1065.60
2026-02-05,FICC,1069,EUR,119.50,10,1195.00
2026-02-06,FX,1070,USD,120.60,11,1326.60
2026-02-07,EQD,1071,USD,121.00,12,1452.00
2026-02-08,FICC,1072,EUR,122.10,13,1587.30
2026-02-09,FX,1073,USD,123.20,14,1724.80
2026-02-10,EQD,1074,USD,124.30,15,1864.50
2026-02-11,FICC,1075,EUR,125.40,16,2006.40
2026-02-12,FX,1076,USD,126.50,17,2150.50
2026-02-13,EQD,1077,USD,127.60,18,2296.80
2026-02-14,FICC,1078,EUR,128.00,19,2432.00
2026-02-15,FX,1079,USD,129.10,20,2582.00
2026-02-16,EQD,1080,USD,130.20,1,130.20
2026-02-17,FICC,1081,EUR,131.30,2,262.60
2026-02-18,FX,1082,USD,132.40,3,397.20
2026-02-19,EQD,1083,USD,133.50,4,534.00
2026-02-20,FICC,1084,EUR,134.60,5,673.00
2026-02-21,FX,1085,USD,135.00,6,810.00
2026-02-22,EQD,1086,USD,136.10,7,952.70
2026-02-23,FICC,1087,EUR,137.20,8,1097.60
2026-02-24,FX,1088,USD,138.30,9,1244.70
2026-02-25,EQD,1089,USD,139.40,10,1394.00
2026-02-26,FICC,1090,EUR,140.50,11,1545.50
2026-02-27,FX,1091,USD,141.60,12,1699.20
2026-02-28,EQD,1092,USD,142.00,13,1846.00
2026-02-01,FICC,1093,EUR,143.10,14,2003.40
2026-02-02,FX,1094,USD,144.20,15,2163.00
2026-02-03,EQD,1095,USD,145.30,16,2324.80
2026-02-04,FICC,1096,EUR,146.40,17,2488.80
2026-02-05,FX,1097,USD,147.50,18,2655.00
2026-02-06,EQD,1098,USD,148.60,19,2823.40
2026-02-07,FICC,1099,EUR,149.00,20,2980.00
2026-02-08,FX,1100,USD,100.10,1,100.10
2026-02-09,EQD,1101,USD,101.20,2,202.40
2026-02-10,FICC,1102,EUR,102.30,3,306.90
2026-02-11,FX,1103,USD,103.40,4,413.60
2026-02-12,EQD,1104,USD,104.50,5,522.50
2026-02-13,FICC,1105,EUR,105.60,6,633.60
2026-02-14,FX,1106,USD,106.00,7,742.00
2026-02-15,EQD,1107,USD,107.10,8,856.80
2026-02-16,FICC,1108,EUR,108.20,9,973.80
2026-02-17,FX,1109,USD,109.30,10,1093.00
2026-02-18,EQD,1110,USD,110.40,11,1214.40
2026-02-19,FICC,1111,EUR,111.50,12,1338.00
2026-02-20,FX,1112,USD,112.60,13,1463.80
2026-02-21,EQD,1113,USD,113.00,14,1582.00
2026-02-22,FICC,1114,EUR,114.10,15,1711.50
2026-02-23,FX,1115,USD,115.20,16,1843.20
2026-02-24,EQD,1116,USD,116.30,17,1977.10
2026-02-25,FICC,1117,EUR,117.40,18,2113.20
2026-02-26,FX,1118,USD,118.50,19,2251.50
2026-02-27,EQD,1119,USD,119.60,20,2392.00
2026-02-28,FICC,1120,EUR,120.00,1,120.00
2026-02-01,FX,1121,USD,121.10,2,242.20
2026-02-02,EQD,1122,USD,122.20,3,366.60
2026-02-03,FICC,1123,EUR,123.30,4,493.20
2026-02-04,FX,1124,USD,124.40,5,622.00
2026-02-05,EQD,1125,USD,125.50,6,753.00
2026-02-06,FICC,1126,EUR,126.60,7,886.20
2026-02-07,FX,1127,USD,127.00,8,1016.00
2026-02-08,EQD,1128,USD,128.10,9,1152.90
2026-02-09,FICC,1129,EUR,129.20,10,1292.00
2026-02-10,FX,1130,USD,130.30,11,1433.30
2026-02-11,EQD,1131,USD,131.40,12,1576.80
2026-02-12,FICC,1132,EUR,132.50,13,1722.50
2026-02-13,FX,1133,USD,133.60,14,1870.40
2026-02-14,EQD,1134,USD,134.00,15,2010.00
2026-02-15,FICC,1135,EUR,135.10,16,2161.60
2026-02-16,FX,1136,USD,136.20,17,2315.40
2026-02-17,EQD,1137,USD,137.30,18,2471.40
2026-02-18,FICC,1138,EUR,138.40,19,2629.60
2026-02-19,FX,1139,USD,139.50,20,2790.00
2026-02-20,EQD,1140,USD,140.60,1,140.60
2026-02-21,FICC,1141,EUR,141.00,2,282.00
2026-02-22,FX,1142,USD,142.10,3,426.30
2026-02-23,EQD,1143,USD,143.20,4,572.80
2026-02-24,FICC,1144,EUR,144.30,5,721.50
2026-02-25,FX,1145,USD,145.40,6,872.40
2026-02-26,EQD,1146,USD,146.50,7,1025.50
2026-02-27,FICC,1147,EUR,147.60,8,1180.80
2026-02-28,FX,1148,USD,148.00,9,1332.00
2026-02-01,EQD,1149,USD,149.10,10,1491.00
2026-02-02,FICC,1150,EUR,100.20,11,1102.20
2026-02-03,FX,1151,USD,101.30,12,1215.60
2026-02-04,EQD,1152,USD,102.40,13,1331.20
2026-02-05,FICC,1153,EUR,103.50,14,1449.00
2026-02-06,FX,1154,USD,104.60,15,1569.00
2026-02-07,EQD,1155,USD,105.00,16,1680.00
2026-02-08,FICC,1156,EUR,106.10,17,1803.70
2026-02-09,FX,1157,USD,107.20,18,1929.60
2026-02-10,EQD,1158,USD,108.30,19,2057.70
2026-02-11,FICC,1159,EUR,109.40,20,2188.00
2026-02-12,FX,1160,USD,110.50,1,110.50
2026-02-13,EQD,1161,USD,111.60,2,223.20
2026-02-14,FICC,1162,EUR,112.00,3,336.00
2026-02-15,FX,1163,USD,113.10,4,452.40
2026-02-16,EQD,1164,USD,114.20,5,571.00
2026-02-17,FICC,1165,EUR,115.30,6,691.80
2026-02-18,FX,1166,USD,116.40,7,814.80
2026-02-19,EQD,1167,USD,117.50,8,940.00
2026-02-20,FICC,1168,EUR,118.60,9,1067.40
2026-02-21,FX,1169,USD,119.00,10,1190.00
2026-02-22,EQD,1170,USD,120.10,11,1321.10
2026-02-23,FICC,1171,EUR,121.20,12,1454.40
2026-02-24,FX,1172,USD,122.30,13,1589.90
2026-02-25,EQD,1173,USD,123.40,14,1727.60
2026-02-26,FICC,1174,EUR,124.50,15,1867.50
2026-02-27,FX,1175,USD,125.60,16,2009.60
2026-02-28,EQD,1176,USD,126.00,17,2142.00
2026-02-01,FICC,1177,EUR,127.10,18,2287.80
2026-02-02,FX,1178,USD,128.20,19,2435.80
2026-02-03,EQD,1179,USD,129.30,20,2586.00
2026-02-04,FICC,1180,EUR,130.40,1,130.40
2026-02-05,FX,1181,USD,131.50,2,263.00
2026-02-06,EQD,1182,USD,132.60,3,397.80
2026-02-07,FICC,1183,EUR,133.00,4,532.00
2026-02-08,FX,1184,USD,134.10,5,670.50
2026-02-09,EQD,1185,USD,135.20,6,811.20
2026-02-10,FICC,1186,EUR,136.30,7,954.10
2026-02-11,FX,1187,USD,137.40,8,1099.20
2026-02-12,EQD,1188,USD,138.50,9,1246.50
2026-02-13,FICC,1189,EUR,139.60,10,1396.00
2026-02-14,FX,1190,USD,140.00,11,1540.00
2026-02-15,EQD,1191,USD,141.10,12,1693.20
2026-02-16,FICC,1192,EUR,142.20,13,1848.60
2026-02-17,FX,1193,USD,143.30,14,2006.20
2026-02-18,EQD,1194,USD,144.40,15,2166.00
2026-02-19,FICC,1195,EUR,145.50,16,2328.00
2026-02-20,FX,1196,USD,146.60,17,2492.20
2026-02-21,EQD,1197,USD,147.00,18,2646.00
2026-02-22,FICC,1198,EUR,148.10,19,2813.90
2026-02-23,FX,1199,USD,149.20,20,2984.00
2026-02-24,EQD,1200,USD,100.30,1,100.30
2026-02-25,FICC,1201,EUR,101.40,2,202.80
2026-02-26,FX,1202,USD,102.50,3,307.50
2026-02-27,EQD,1203,USD,103.60,4,414.40
2026-02-28,FICC,1204,EUR,104.00,5,520.00
2026-02-01,FX,1205,USD,105.10,6,630.60
2026-02-02,EQD,1206,USD,106.20,7,743.40
2026-02-03,FICC,1207,EUR,107.30,8,858.40
2026-02-04,FX,1208,USD,108.40,9,975.60
2026-02-05,EQD,1209,USD,109.50,10,1095.00
2026-02-06,FICC,1210,EUR,110.60,11,1216.60
2026-02-07,FX,1211,USD,111.00,12,1332.00
2026-02-08,EQD,1212,USD,112.10,13,1457.30
2026-02-09,FICC,1213,EUR,113.20,14,1584.80
2026-02-10,FX,1214,USD,114.30,15,1714.50
2026-02-11,EQD,1215,USD,115.40,16,1846.40
2026-02-12,FICC,1216,EUR,116.50,17,1980.50
2026-02-13,FX,1217,USD,117.60,18,2116.80
2026-02-14,EQD,1218,USD,118.00,19,2242.00
2026-02-15,FICC,1219,EUR,119.10,20,2382.00
2026-02-16,FX,1220,USD,120.20,1,120.20
2026-02-17,EQD,1221,USD,121.30,2,242.60
2026-02-18,FICC,1222,EUR,122.40,3,367.20
2026-02-19,FX,1223,USD,123.50,4,494.00
2026-02-20,EQD,1224,USD,124.60,5,623.00
2026-02-21,FICC,1225,EUR,125.00,6,750.00
2026-02-22,FX,1226,USD,126.10,7,882.70
2026-02-23,EQD,1227,USD,127.20,8,1017.60
2026-02-24,FICC,1228,EUR,128.30,9,1154.70
2026-02-25,FX,1229,USD,129.40,10,1294.00
2026-02-26,EQD,1230,USD,130.50,11,1435.50
2026-02-27,FICC,1231,EUR,131.60,12,1579.20
2026-02-28,FX,1232,USD,132.00,13,1716.00
2026-02-01,EQD,1233,USD,133.10,14,1863.40
2026-02-02,FICC,1234,EUR,134.20,15,2013.00
2026-02-03,FX,1235,USD,135.30,16,2164.80
2026-02-04,EQD,1236,USD,136.40,17,2318.80
2026-02-05,FICC,1237,EUR,137.50,18,2475.00
2026-02-06,FX,1238,USD,138.60,19,2633.40
2026-02-07,EQD,1239,USD,139.00,20,2780.00
2026-02-08,FICC,1240,EUR,140.10,1,140.10
2026-02-09,FX,1241,USD,141.20,2,282.40
2026-02-10,EQD,1242,USD,142.30,3,426.90
2026-02-11,FICC,1243,EUR,143.40,4,573.60
2026-02-12,FX,1244,USD,144.50,5,722.50
2026-02-13,EQD,1245,USD,145.60,6,873.60
2026-02-14,FICC,1246,EUR,146.00,7,1022.00
2026-02-15,FX,1247,USD,147.10,8,1176.80
2026-02-16,EQD,1248,USD,148.20,9,1333.80
2026-02-17,FICC,1249,EUR,149.30,10,1493.00
2026-02-18,FX,1250,USD,100.40,11,1104.40
2026-02-19,EQD,1251,USD,101.50,12,1218.00
2026-02-20,FICC,1252,EUR,102.60,13,1333.80
2026-02-21,FX,1253,USD,103.00,14,1442.00
2026-02-22,EQD,1254,USD,104.10,15,1561.50
2026-02-23,FICC,1255,EUR,105.20,16,1683.20
2026-02-24,FX,1256,USD,106.30,17,1807.10
2026-02-25,EQD,1257,USD,107.40,18,1933.20
2026-02-26,FICC,1258,EUR,108.50,19,2061.50
2026-02-27,FX,1259,USD,109.60,20,2192.00
2026-02-28,EQD,1260,USD,110.00,1,110.00
2026-02-01,FICC,1261,EUR,111.10,2,222.20
2026-02-02,FX,1262,USD,112.20,3,336.60
2026-02-03,EQD,1263,USD,113.30,4,453.20
2026-02-04,FICC,1264,EUR,114.40,5,572.00
2026-02-05,FX,1265,USD,115.50,6,693.00
2026-02-06,EQD,1266,USD,116.60,7,816.20
2026-02-07,FICC,1267,EUR,117.00,8,936.00
2026-02-08,FX,1268,USD,118.10,9,1062.90
2026-02-09,EQD,1269,USD,119.20,10,1192.00
2026-02-10,FICC,1270,EUR,120.30,11,1323.30
2026-02-11,FX,1271,USD,121.40,12,1456.80
2026-02-12,EQD,1272,USD,122.50,13,1592.50
2026-02-13,FICC,1273,EUR,123.60,14,1730.40
2026-02-14,FX,1274,USD,124.00,15,1860.00
2026-02-15,EQD,1275,USD,125.10,16,2001.60
2026-02-16,FICC,1276,EUR,126.20,17,2145.40
2026-02-17,FX,1277,USD,127.30,18,2291.40
2026-02-18,EQD,1278,USD,128.40,19,2439.60
2026-02-19,FICC,1279,EUR,129.50,20,2590.00
2026-02-20,FX,1280,USD,130.60,1,130.60
2026-02-21,EQD,1281,USD,131.00,2,262.00
2026-02-22,FICC,1282,EUR,132.10,3,396.30
2026-02-23,FX,1283,USD,133.20,4,532.80
2026-02-24,EQD,1284,USD,134.30,5,671.50
2026-02-25,FICC,1285,EUR,135.40,6,812.40
2026-02-26,FX,1286,USD,136.50,7,955.50
2026-02-27,EQD,1287,USD,137.60,8,1100.80
2026-02-28,FICC,1288,EUR,138.00,9,1242.00
2026-02-01,FX,1289,USD,139.10,10,1391.00
2026-02-02,EQD,1290,USD,140.20,11,1542.20
2026-02-03,FICC,1291,EUR,141.30,12,1695.60
2026-02-04,FX,1292,USD,142.40,13,1851.20
2026-02-05,EQD,1293,USD,143.50,14,2009.00
2026-02-06,FICC,1294,EUR,144.60,15,2169.00
2026-02-07,FX,1295,USD,145.00,16,2320.00
2026-02-08,EQD,1296,USD,146.10,17,2483.70
2026-02-09,FICC,1297,EUR,147.20,18,2649.60
2026-02-10,FX,1298,USD,148.30,19,2817.70
2026-02-11,EQD,1299,USD,149.40,20,2988.00
2026-02-12,FICC,1300,EUR,100.50,1,100.50
2026-02-13,FX,1301,USD,101.60,2,203.20
2026-02-14,EQD,1302,USD,102.00,3,306.00
2026-02-15,FICC,1303,EUR,103.10,4,412.40
2026-02-16,FX,1304,USD,104.20,5,521.00
2026-02-17,EQD,1305,USD,105.30,6,631.80
2026-02-18,FICC,1306,EUR,106.40,7,744.80
2026-02-19,FX,1307,USD,107.50,8,860.00
2026-02-20,EQD,1308,USD,108.60,9,977.40
2026-02-21,FICC,1309,EUR,109.00,10,1090.00
2026-02-22,FX,1310,USD,110.10,11,1211.10
2026-02-23,EQD,1311,USD,111.20,12,1334.40
2026-02-24,FICC,1312,EUR,112.30,13,1459.90
2026-02-25,FX,1313,USD,113.40,14,1587.60
2026-02-26,EQD,1314,USD,114.50,15,1717.50
2026-02-27,FICC,1315,EUR,115.60,16,1849.60
2026-02-28,FX,1316,USD,116.00,17,1972.00
2026-02-01,EQD,1317,USD,117.10,18,2107.80
2026-02-02,FICC,1318,EUR,118.20,19,2245.80
2026-02-03,FX,1319,USD,119.30,20,2386.00
2026-02-04,EQD,1320,USD,120.40,1,120.40
2026-02-05,FICC,1321,EUR,121.50,2,243.00
2026-02-06,FX,1322,USD,122.60,3,367.80
2026-02-07,EQD,1323,USD,123.00,4,492.00
2026-02-08,FICC,1324,EUR,124.10,5,620.50
2026-02-09,FX,1325,USD,125.20,6,751.20
2026-02-10,EQD,1326,USD,126.30,7,884.10
2026-02-11,FICC,1327,EUR,127.40,8,1019.20
2026-02-12,FX,1328,USD,128.50,9,1156.50
2026-02-13,EQD,1329,USD,129.60,10,1296.00
2026-02-14,FICC,1330,EUR,130.00,11,1430.00
2026-02-15,FX,1331,USD,131.10,12,1573.20
2026-02-16,EQD,1332,USD,132.20,13,1718.60
2026-02-17,FICC,1333,EUR,133.30,14,1866.20
2026-02-18,FX,1334,USD,134.40,15,2016.00
2026-02-19,EQD,1335,USD,135.50,16,2168.00
2026-02-20,FICC,1336,EUR,136.60,17,2322.20
2026-02-21,FX,1337,USD,137.00,18,2466.00
2026-02-22,EQD,1338,USD,138.10,19,2623.90
2026-02-23,FICC,1339,EUR,139.20,20,2784.00
2026-02-24,FX,1340,USD,140.30,1,140.30
2026-02-25,EQD,1341,USD,141.40,2,282.80
2026-02-26,FICC,1342,EUR,142.50,3,427.50
2026-02-27,FX,1343,USD,143.60,4,574.40
2026-02-28,EQD,1344,USD,144.00,5,720.00
2026-02-01,FICC,1345,EUR,145.10,6,870.60
2026-02-02,FX,1346,USD,146.20,7,1023.40
2026-02-03,EQD,1347,USD,147.30,8,1178.40
2026-02-04,FICC,1348,EUR,148.40,9,1335.60
2026-02-05,FX,1349,USD,149.50,10,1495.00
2026-02-06,EQD,1350,USD,100.60,11,1106.60
2026-02-07,FICC,1351,EUR,101.00,12,1212.00
2026-02-08,FX,1352,USD,102.10,13,1327.30
2026-02-09,EQD,1353,USD,103.20,14,1444.80
2026-02-10,FICC,1354,EUR,104.30,15,1564.50
2026-02-11,FX,1355,USD,105.40,16,1686.40
2026-02-12,EQD,1356,USD,106.50,17,1810.50
2026-02-13,FICC,1357,EUR,107.60,18,1936.80
2026-02-14,FX,1358,USD,108.00,19,2052.00
2026-02-15,EQD,1359,USD,109.10,20,2182.00
2026-02-16,FICC,1360,EUR,110.20,1,110.20
2026-02-17,FX,1361,USD,111.30,2,222.60
2026-02-18,EQD,1362,USD,112.40,3,337.20
2026-02-19,FICC,1363,EUR,113.50,4,454.00
2026-02-20,FX,1364,USD,114.60,5,573.00
2026-02-21,EQD,1365,USD,115.00,6,690.00
2026-02-22,FICC,1366,EUR,116.10,7,812.70
2026-02-23,FX,1367,USD,117.20,8,937.60
2026-02-24,EQD,1368,USD,118.30,9,1064.70
2026-02-25,FICC,1369,EUR,119.40,10,1194.00
2026-02-26,FX,1370,USD,120.50,11,1325.50
2026-02-27,EQD,1371,USD,121.60,12,1459.20
2026-02-28,FICC,1372,EUR,122.00,13,1586.00
2026-02-01,FX,1373,USD,123.10,14,1723.40
2026-02-02,EQD,1374,USD,124.20,15,1863.00
2026-02-03,FICC,1375,EUR,125.30,16,2004.80
2026-02-04,FX,1376,USD,126.40,17,2148.80
2026-02-05,EQD,1377,USD,127.50,18,2295.00
2026-02-06,FICC,1378,EUR,128.60,19,2443.40
2026-02-07,FX,1379,USD,129.00,20,2580.00
2026-02-08,EQD,1380,USD,130.10,1,130.10
2026-02-09,FICC,1381,EUR,131.20,2,262.40
2026-02-10,FX,1382,USD,132.30,3,396.90
2026-02-11,EQD,1383,USD,133.40,4,533.60
2026-02-12,FICC,1384,EUR,134.50,5,672.50
2026-02-13,FX,1385,USD,135.60,6,813.60
2026-02-14,EQD,1386,USD,136.00,7,952.00
2026-02-15,FICC,1387,EUR,137.10,8,1096.80
2026-02-16,FX,1388,USD,138.20,9,1243.80
2026-02-17,EQD,1389,USD,139.30,10,1393.00
2026-02-18,FICC,1390,EUR,140.40,11,1544.40
2026-02-19,FX,1391,USD,141.50,12,1698.00
2026-02-20,EQD,1392,USD,142.60,13,1853.80
2026-02-21,FICC,1393,EUR,143.00,14,2002.00
2026-02-22,FX,1394,USD,144.10,15,2161.50
2026-02-23,EQD,1395,USD,145.20,16,2323.20
2026-02-24,FICC,1396,EUR,146.30,17,2487.10
2026-02-25,FX,1397,USD,147.40,18,2653.20
2026-02-26,EQD,1398,USD,148.50,19,2821.50
2026-02-27,FICC,1399,EUR,149.60,20,2992.00
2026-02-28,FX,1400,USD,100.00,1,100.00
2026-02-01,EQD,1401,USD,101.10,2,202.20
2026-02-02,FICC,1402,EUR,102.20,3,306.60
2026-02-03,FX,1403,USD,103.30,4,413.20
2026-02-04,EQD,1404,USD,104.40,5,522.00
2026-02-05,FICC,1405,EUR,105.50,6,633.00
2026-02-06,FX,1406,USD,106.60,7,746.20
2026-02-07,EQD,1407,USD,107.00,8,856.00
2026-02-08,FICC,1408,EUR,108.10,9,972.90
2026-02-09,FX,1409,USD,109.20,10,1092.00
2026-02-10,EQD,1410,USD,110.30,11,1213.30
2026-02-11,FICC,1411,EUR,111.40,12,1336.80
2026-02-12,FX,1412,USD,112.50,13,1462.50
2026-02-13,EQD,1413,USD,113.60,14,1590.40
2026-02-14,FICC,1414,EUR,114.00,15,1710.00
2026-02-15,FX,1415,USD,115.10,16,1841.60
2026-02-16,EQD,1416,USD,116.20,17,1975.40
2026-02-17,FICC,1417,EUR,117.30,18,2111.40
2026-02-18,FX,1418,USD,118.40,19,2249.60
2026-02-19,EQD,1419,USD,119.50,20,2390.00
2026-02-20,FICC,1420,EUR,120.60,1,120.60
2026-02-21,FX,1421,USD,121.00,2,242.00
2026-02-22,EQD,1422,USD,122.10,3,366.30
2026-02-23,FICC,1423,EUR,123.20,4,492.80
2026-02-24,FX,1424,USD,124.30,5,621.50
2026-02-25,EQD,1425,USD,125.40,6,752.40
2026-02-26,FICC,1426,EUR,126.50,7,885.50
2026-02-27,FX,1427,USD,127.60,8,1020.80
2026-02-28,EQD,1428,USD,128.00,9,1152.00
2026-02-01,FICC,1429,EUR,129.10,10,1291.00
2026-02-02,FX,1430,USD,130.20,11,1432.20
2026-02-03,EQD,1431,USD,131.30,12,1575.60
2026-02-04,FICC,1432,EUR,132.40,13,1721.20
2026-02-05,FX,1433,USD,133.50,14,1869.00
2026-02-06,EQD,1434,USD,134.60,15,2019.00
2026-02-07,FICC,1435,EUR,135.00,16,2160.00
2026-02-08,FX,1436,USD,136.10,17,2313.70
2026-02-09,EQD,1437,USD,137.20,18,2469.60
2026-02-10,FICC,1438,EUR,138.30,19,2627.70
2026-02-11,FX,1439,USD,139.40,20,2788.00
2026-02-12,EQD,1440,USD,140.50,1,140.50
2026-02-13,FICC,1441,EUR,141.60,2,283.20
2026-02-14,FX,1442,USD,142.00,3,426.00
2026-02-15,EQD,1443,USD,143.10,4,572.40
2026-02-16,FICC,1444,EUR,144.20,5,721.00
2026-02-17,FX,1445,USD,145.30,6,871.80
2026-02-18,EQD,1446,USD,146.40,7,1024.80
2026-02-19,FICC,1447,EUR,147.50,8,1180.00
2026-02-20,FX,1448,USD,148.60,9,1337.40
2026-02-21,EQD,1449,USD,149.00,10,1490.00
2026-02-22,FICC,1450,EUR,100.10,11,1101.10
2026-02-23,FX,1451,USD,101.20,12,1214.40
2026-02-24,EQD,1452,USD,102.30,13,1329.90
2026-02-25,FICC,1453,EUR,103.40,14,1447.60
2026-02-26,FX,1454,USD,104.50,15,1567.50
2026-02-27,EQD,1455,USD,105.60,16,1689.60
2026-02-28,FICC,1456,EUR,106.00,17,1802.00
2026-02-01,FX,1457,USD,107.10,18,1927.80
2026-02-02,EQD,1458,USD,108.20,19,2055.80
2026-02-03,FICC,1459,EUR,109.30,20,2186.00
2026-02-04,FX,1460,USD,110.40,1,110.40
2026-02-05,EQD,1461,USD,111.50,2,223.00
2026-02-06,FICC,1462,EUR,112.60,3,337.80
2026-02-07,FX,1463,USD,113.00,4,452.00
2026-02-08,EQD,1464,USD,114.10,5,570.50
2026-02-09,FICC,1465,EUR,115.20,6,691.20
2026-02-10,FX,1466,USD,116.30,7,814.10
2026-02-11,EQD,1467,USD,117.40,8,939.20
2026-02-12,FICC,1468,EUR,118.50,9,1066.50
2026-02-13,FX,1469,USD,119.60,10,1196.00
2026-02-14,EQD,1470,USD,120.00,11,1320.00
2026-02-15,FICC,1471,EUR,121.10,12,1453.20
2026-02-16,FX,1472,USD,122.20,13,1588.60
2026-02-17,EQD,1473,USD,123.30,14,1726.20
2026-02-18,FICC,1474,EUR,124.40,15,1866.00
2026-02-19,FX,1475,USD,125.50,16,2008.00
2026-02-20,EQD,1476,USD,126.60,17,2152.20
2026-02-21,FICC,1477,EUR,127.00,18,2286.00
2026-02-22,FX,1478,USD,128.10,19,2433.90
2026-02-23,EQD,1479,USD,129.20,20,2584.00
2026-02-24,FICC,1480,EUR,130.30,1,130.30
2026-02-25,FX,1481,USD,131.40,2,262.80
2026-02-26,EQD,1482,USD,132.50,3,397.50
2026-02-27,FICC,1483,EUR,133.60,4,534.40
2026-02-28,FX,1484,USD,134.00,5,670.00
2026-02-01,EQD,1485,USD,135.10,6,810.60
2026-02-02,FICC,1486,EUR,136.20,7,953.40
2026-02-03,FX,1487,USD,137.30,8,1098.40
2026-02-04,EQD,1488,USD,138.40,9,1245.60
2026-02-05,FICC,1489,EUR,139.50,10,1395.00
2026-02-06,FX,1490,USD,140.60,11,1546.60
2026-02-07,EQD,1491,USD,141.00,12,1692.00
2026-02-08,FICC,1492,EUR,142.10,13,1847.30
2026-02-09,FX,1493,USD,143.20,14,2004.80
2026-02-10,EQD,1494,USD,144.30,15,2164.50
2026-02-11,FICC,1495,EUR,145.40,16,2326.40
2026-02-12,FX,1496,USD,146.50,17,2490.50
2026-02-13,EQD,1497,USD,147.60,18,2656.80
2026-02-14,FICC,1498,EUR,148.00,19,2812.00
2026-02-15,FX,1499,USD,149.10,20,2982.00
2026-02-16,EQD,1500,USD,100.20,1,100.20
2026-02-17,FICC,1501,EUR,101.30,2,202.60
2026-02-18,FX,1502,USD,102.40,3,307.20
2026-02-19,EQD,1503,USD,103.50,4,414.00
2026-02-20,FICC,1504,EUR,104.60,5,523.00
2026-02-21,FX,1505,USD,105.00,6,630.00
2026-02-22,EQD,1506,USD,106.10,7,742.70
2026-02-23,FICC,1507,EUR,107.20,8,857.60
2026-02-24,FX,1508,USD,108.30,9,974.70
2026-02-25,EQD,1509,USD,109.40,10,1094.00
2026-02-26,FICC,1510,EUR,110.50,11,1215.50
2026-02-27,FX,1511,USD,111.60,12,1339.20
2026-02-28,EQD,1512,USD,112.00,13,1456.00
2026-02-01,FICC,1513,EUR,113.10,14,1583.40
2026-02-02,FX,1514,USD,114.20,15,1713.00
2026-02-03,EQD,1515,USD,115.30,16,1844.80
2026-02-04,FICC,1516,EUR,116.40,17,1978.80
2026-02-05,FX,1517,USD,117.50,18,2115.00
2026-02-06,EQD,1518,USD,118.60,19,2253.40
2026-02-07,FICC,1519,EUR,119.00,20,2380.00
2026-02-08,FX,1520,USD,120.10,1,120.10
2026-02-09,EQD,1521,USD,121.20,2,242.40
2026-02-10,FICC,1522,EUR,122.30,3,366.90
2026-02-11,FX,1523,USD,123.40,4,493.60
2026-02-12,EQD,1524,USD,124.50,5,622.50
2026-02-13,FICC,1525,EUR,125.60,6,753.60
2026-02-14,FX,1526,USD,126.00,7,882.00
2026-02-15,EQD,1527,USD,127.10,8,1016.80
2026-02-16,FICC,1528,EUR,128.20,9,1153.80
2026-02-17,FX,1529,USD,129.30,10,1293.00
2026-02-18,EQD,1530,USD,130.40,11,1434.40
2026-02-19,FICC,1531,EUR,131.50,12,1578.00
2026-02-20,FX,1532,USD,132.60,13,1723.80
2026-02-21,EQD,1533,USD,133.00,14,1862.00
2026-02-22,FICC,1534,EUR,134.10,15,2011.50
2026-02-23,FX,1535,USD,135.20,16,2163.20
2026-02-24,EQD,1536,USD,136.30,17,2317.10
2026-02-25,FICC,1537,EUR,137.40,18,2473.20
2026-02-26,FX,1538,USD,138.50,19,2631.50
2026-02-27,EQD,1539,USD,139.60,20,2792.00
2026-02-28,FICC,1540,EUR,140.00,1,140.00
2026-02-01,FX,1541,USD,141.10,2,282.20
2026-02-02,EQD,1542,USD,142.20,3,426.60
2026-02-03,FICC,1543,EUR,143.30,4,573.20
2026-02-04,FX,1544,USD,144.40,5,722.00
2026-02-05,EQD,1545,USD,145.50,6,873.00
2026-02-06,FICC,1546,EUR,146.60,7,1026.20
2026-02-07,FX,1547,USD,147.00,8,1176.00
2026-02-08,EQD,1548,USD,148.10,9,1332.90
2026-02-09,FICC,1549,EUR,149.20,10,1492.00
2026-02-10,FX,1550,USD,100.30,11,1103.30
2026-02-11,EQD,1551,USD,101.40,12,1216.80
